index	renderer	cache_key	raw_bytes	consumed_bytes	width	height	row_bytes	mask_bytes	sha256	mask_file
1	0x4ab998	0xb5ad	adb500	2	20	20	3	60	b178b3761261ef38738dcc18eaf4cb796e40f9bcf3354ff9892f654d7b24571c	masks/glyph-000001-20x20-key-B5AD.bin
2	0x4ab998	0xc4ae	aec400	2	20	20	3	60	2aea749173adab8783576337407fa5583ec7ae25a0cfdd53d8d0c8a7dcaa64ed	masks/glyph-000002-20x20-key-C4AE.bin
3	0x4ab998	0xd6bc	bcd600	2	20	20	3	60	90c5b1fe43db268458a6cb2ca74a00a863183629f6e305c20a69b721e836b178	masks/glyph-000003-20x20-key-D6BC.bin
4	0x4ab998	0x6db8	b86d00	2	20	20	3	60	5664ce1381e9ce689975d1e1c67b8873d45e894c0b22f50599993224827704b4	masks/glyph-000004-20x20-key-6DB8.bin
5	0x4ab998	0xabb4	b4ab00	2	20	20	3	60	6d6cf481835ec2dd8a7aabe4f5869737fc0da5312d78d2c918d8ade2030abd66	masks/glyph-000005-20x20-key-ABB4.bin
6	0x4ab998	0xc5aa	aac500	2	20	20	3	60	e9de06ac9ae6ab186b0bcfcddd5ba968de4bc77805f955a4a89553c91631443d	masks/glyph-000006-20x20-key-C5AA.bin
7	0x4ab998	0xa1b6	b6a100	2	20	20	3	60	b63320fc02193edc4b19747704ee699e45be2cec368c962da44d4092729fa11b	masks/glyph-000007-20x20-key-A1B6.bin
8	0x4ab998	0x61a6	a66100	2	20	20	3	60	1b1eba7315ce7820f71198930ee5573870bb543e4d3c52493b7bfec57073c12d	masks/glyph-000008-20x20-key-61A6.bin
9	0x4ab998	0xcfb9	b9cf00	2	20	20	3	60	47d1c5a821877ffc593832ff4345977de3036a483f79e79f7ceed8b4538e31d1	masks/glyph-000009-20x20-key-CFB9.bin
10	0x4ab998	0x47aa	aa4700	2	20	20	3	60	17031269f888c61bf191e2b007ad2ef8208938c916ce06ee56b50b3eb5af539a	masks/glyph-000010-20x20-key-47AA.bin
11	0x4ab998	0xe5a4	a4e500	2	20	20	3	60	66bf2ca338d86d8d87ce72247bca0464bb44f708828358ffc788c3148a7d88ab	masks/glyph-000011-20x20-key-E5A4.bin
12	0x4ab998	0x72a6	a67200	2	20	20	3	60	5d8c84b17aa5a2a0ed46fcd53f2f88cc3ec597020ab2cadd12d3ec6c6b1818f9	masks/glyph-000012-20x20-key-72A6.bin
13	0x4ab998	0x74b3	b37400	2	20	20	3	60	96793a72c51b0076808d14b52e13cbf3beb4e7f25f26d10f1deadfeeec68fa4f	masks/glyph-000013-20x20-key-74B3.bin
14	0x4ab998	0xd7ab	abd700	2	20	20	3	60	4571611b50a08d206fe430098b16df31e44e74b4188e0b6b4655920276147bdc	masks/glyph-000014-20x20-key-D7AB.bin
15	0x4ab998	0xd4be	bed400	2	20	20	3	60	39f0ea85e1957b87ec0b83b18b2ba7a805bee43f4720dc0a87e9c981dbe09f4c	masks/glyph-000015-20x20-key-D4BE.bin
